Customer ID,Region,Vertical,Subvertical
CRM-1509500,Benelux,Retail,Fashion Retailer
CRM-1466500,France,Retail,Fashion Retailer
CRM-325050,Turkey,Retail,Fashion Retailer
CRM-1500300,South Cone,Automotive,Automotive
CRM-369900,Turkey,Retail,Fashion Retailer
CRM-155550,Turkey,Retail,Shoes
CRM-576050,Turkey,Healthcare,Pharmaceuticals
CRM-159200,Turkey,Retail,Shoes
CRM-1521250,United Kingdom,Retail,N/A
CRM-1483150,Indonesia,Healthcare,Hospital and Dentistry
CRM-1337250,Vietnam,Retail,Consumer Electronics
CRM-1552350,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-200350,Malaysia,Internet and Telecom,Internet and Telecom
CRM-1513300,MENA,Consumer Electronics,Other
CRM-1450500,MENA,Retail,Marketplace
CRM-1457450,MENA,Finance,"Credit, Loans and P2P"
CRM-1457500,MENA,Retail,Fashion Retailer
CRM-187350,Turkey,Automotive,Automotive
CRM-597900,United Kingdom,Retail,Fitness
CRM-1432700,Singapore,Restaurants and Delivery,Restaurants and Delivery
CRM-1553050,CEE,Financial Services,"Credit, Loans and P2P"
CRM-1475250,Vietnam,Retail,Fashion Retailer
CRM-252200,Turkey,Travel,Hotels and Accommodation
CRM-159650,Turkey,Retail,Shoes
CRM-254300,Russia,Retail,Home and Furniture
CRM-606700,Turkey,Healthcare,Hospital and Dentistry
CRM-1441800,Turkey,Finance,Investment
CRM-1288650,Turkey,Media and Publishing,Content Websites
CRM-1503600,Benelux,Retail,Home and Furniture
CRM-267900,Russia,Retail,Animal Products
CRM-709650,Turkey,Retail,Fashion Retailer
CRM-246300,Turkey,Automotive,Automotive
CRM-1463350,Thailand,Retail,Home and Furniture
CRM-1507300,Turkey,Travel,Car Rentals
CRM-151100,MENA,Retail,Jewelry and Accessories
CRM-190300,Indonesia,Finance,Banking
CRM-158700,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1436850,Vietnam,Restaurants and Delivery,Restaurants and Delivery
CRM-1514050,Russia,Restaurants and Delivery,Restaurants and Delivery
CRM-1499900,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1500400,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1165250,Malaysia,Restaurants and Delivery,Restaurants and Delivery
CRM-161750,Malaysia,Restaurants and Delivery,Restaurants and Delivery
CRM-1493250,Indonesia,Other,Other
CRM-1474400,Indonesia,Other,Other
CRM-1588950,Turkey,Travel,Online Travel Agency (OTA)
CRM-908150,Turkey,Retail,B2B Commerce
CRM-1518250,Mexico,Consumer Electronics,Other
CRM-1471050,MENA,Finance,Investment
CRM-1542450,United States,Retail,Animal Products
CRM-197850,Turkey,Retail,Book Retailers
CRM-1473350,Turkey,Media and Publishing,Content Websites
CRM-166600,Turkey,Other,Other
CRM-1597000,United States,Automotive,Automotive
CRM-646950,MENA,Automotive,Automotive
CRM-1172350,Australia,Retail,Sports
CRM-1488800,CEE,Retail,Animal Products
CRM-1488850,CEE,Retail,Cosmetics
CRM-1531800,Turkey,N/A,N/A
CRM-5600650,Vietnam,N/A,N/A
CRM-169500,Russia,Retail,Cosmetics
CRM-1607650,Singapore,Healthcare,Hospital and Dentistry
CRM-1461300,MENA,Healthcare,Hospital and Dentistry
CRM-231100,MENA,Retail,Entertainment and Ticketing
CRM-1492550,Malaysia,Retail,Fashion Retailer
CRM-1346850,France,Retail,Supermarket Chains
CRM-1531000,Turkey,Healthcare,Hospital and Dentistry
CRM-1483550,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1310400,Australia,Retail,Book Retailers
CRM-584150,Spain,Retail,Home and Furniture
CRM-169600,Russia,Retail,Consumer Electronics
CRM-156200,Turkey,Retail,Jewelry and Accessories
CRM-1179000,Taiwan,Retail,Fashion Retailer
CRM-1533750,Turkey,Retail,Consumer Electronics
CRM-1589600,Vietnam,Other,Other
CRM-1517500,CEE,Retail,Shoes
CRM-167000,Turkey,Retail,Kids Fashion
CRM-174500,Turkey,Retail,Fashion Retailer
CRM-1461550,Taiwan,Retail,Consumer Electronics
CRM-1509200,Turkey,Retail,Jewelry and Accessories
CRM-1606650,United Kingdom,Retail,Shoes
CRM-1606700,United Kingdom,Retail,Shoes
CRM-1606750,United Kingdom,Retail,Shoes
CRM-1602000,United Kingdom,Retail,Shoes
CRM-1606800,United Kingdom,Retail,Shoes
CRM-1606850,United Kingdom,Retail,Shoes
CRM-1516100,Vietnam,Real Estate,Real Estate
CRM-1443050,Philippines,Retail,Marketplace
CRM-618050,Turkey,B2B SaaS,B2B SaaS
CRM-1509900,CEE,Retail,Book Retailers
CRM-1145350,Thailand,Career and Education,Marketplace
CRM-412200,Vietnam,Other,Other
CRM-1511400,Brazil,Retail,Consumer Electronics
CRM-1325650,Taiwan,Retail,Toys
CRM-1492100,Indonesia,Classifieds,Classifieds
CRM-796600,Taiwan,Retail,Cosmetics
CRM-157450,Turkey,Retail,Fashion Retailer
CRM-1503150,South Cone,Retail,Supermarket Chains
CRM-1520000,Turkey,Travel,Hotels and Accommodation
CRM-796400,Korea,Retail,Marketplace
CRM-1293200,CEE,Retail,Cosmetics
CRM-1574350,Spain,Retail,Marketplace
CRM-1100500,MENA,Retail,Toys
CRM-1500900,Brazil,Retail,Consumer Electronics
CRM-1536350,Turkey,Travel,Hotels and Accommodation
CRM-5600850,Brazil,N/A,N/A
CRM-1584450,Australia,Retail,Fashion Retailer
CRM-1434700,Philippines,Retail,Cosmetics
CRM-166450,Turkey,Retail,Fashion Retailer
CRM-801400,Turkey,Retail,Gifts
CRM-1516700,Brazil,Classifieds,Classifieds
CRM-393100,Indonesia,Finance,"Credit, Loans and P2P"
CRM-1484950,South Cone,Retail,Supermarket Chains
CRM-1461000,South Cone,Retail,Supermarket Chains
CRM-1478200,CEE,Retail,Cosmetics
CRM-790100,CEE,Retail,Cosmetics
CRM-183550,Turkey,Real Estate,Real Estate
CRM-335100,Turkey,Real Estate,Real Estate
CRM-1461800,United Kingdom,Retail,Home and Furniture
CRM-1530150,United Kingdom,Retail,Home and Furniture
CRM-250350,CEE,Retail,Kids Fashion
CRM-1468700,Benelux,Healthcare,Pharmaceuticals
CRM-199350,Turkey,B2B Commerce,B2B Commerce
CRM-1141400,Korea,Career and Education,Education and Universities
CRM-532950,Indonesia,Career and Education,Education and Universities
CRM-1501300,CEE,Finance,"Credit, Loans and P2P"
CRM-596350,CEE,Finance,"Credit, Loans and P2P"
CRM-1498050,Philippines,Other,Other
CRM-879300,Turkey,Travel,Online Travel Agency (OTA)
CRM-1451650,MENA,Retail,Marketplace
CRM-1502800,Thailand,Retail,Office Products
CRM-561550,Turkey,Retail,Fashion Retailer
CRM-185750,Indonesia,Retail,Consumer Electronics
CRM-404600,Turkey,Finance,Insurance
CRM-615050,Turkey,B2B Commerce,B2B Commerce
CRM-1479700,South Cone,Retail,Fashion Retailer
CRM-155950,Turkey,Retail,Cosmetics
CRM-424400,CEE,Retail,Cosmetics
CRM-547500,CEE,Retail,Cosmetics
CRM-1447200,CEE,Retail,Cosmetics
CRM-1464900,CEE,Retail,Cosmetics
CRM-291550,CEE,Retail,Cosmetics
CRM-349000,CEE,Retail,Cosmetics
CRM-1091300,CEE,Retail,Cosmetics
CRM-1447250,CEE,Retail,Cosmetics
CRM-1553100,CEE,Retail,Cosmetics
CRM-417150,CEE,Retail,Cosmetics
CRM-424450,CEE,Retail,Cosmetics
CRM-1485850,CEE,Retail,Cosmetics
CRM-197700,Russia,Retail,Cosmetics
CRM-5604950,Turkey,N/A,N/A
CRM-158650,Turkey,Retail,Modest Fashion
CRM-1446300,Turkey,Finance,Insurance
CRM-1157000,Malaysia,Finance,Insurance
CRM-1440050,Singapore,Finance,Insurance
CRM-739100,Korea,Retail,Cosmetics
CRM-277750,Taiwan,Retail,Consumer Electronics
CRM-1534800,Brazil,B2B Commerce,B2B Commerce
CRM-305050,Thailand,Retail,Cosmetics
CRM-1219750,Russia,Retail,Animal Products
CRM-767350,Turkey,Finance,Insurance
CRM-1509800,Turkey,Retail,Fashion Retailer
CRM-1510000,Turkey,Travel,Car Rentals
CRM-1481900,Turkey,Retail,Home and Furniture
CRM-169250,CEE,Retail,Entertainment and Ticketing
CRM-1562600,Australia,Retail,Animal Products
CRM-862150,Australia,Retail,Fashion Retailer
CRM-1489950,Australia,Retail,Fashion Retailer
CRM-182200,Turkey,Retail,Cosmetics
CRM-387600,Turkey,Retail,Home and Furniture
CRM-1564450,Turkey,Other,Other
CRM-842450,Turkey,Retail,Home and Furniture
CRM-5607600,Turkey,N/A,N/A
CRM-165800,Turkey,Retail,Home and Furniture
CRM-175450,Turkey,Retail,Home and Furniture
CRM-1048200,Turkey,Retail,Cosmetics
CRM-1567350,Australia,Retail,Fashion Retailer
CRM-1454650,Spain,Travel,Online Travel Agency (OTA)
CRM-1465950,MENA,Classifieds,Classifieds
CRM-630600,Singapore,Media and Publishing,Content Websites
CRM-1460200,Brazil,Retail,Marketplace
CRM-639900,Turkey,Retail,Fashion Retailer
CRM-812150,MENA,Retail,Jewelry and Accessories
CRM-1494900,Taiwan,Travel,Airlines and Airports
CRM-1456450,Taiwan,Retail,Marketplace
CRM-316600,Indonesia,Retail,Home and Furniture
CRM-1463800,Benelux,Retail,Cosmetics
CRM-439300,Vietnam,Retail,Animal Products
CRM-851200,Singapore,Retail,Supermarket Chains
CRM-1507250,Taiwan,Retail,Marketplace
CRM-1531100,Brazil,Retail,Fashion Retailer
#N/A,Turkey,N/A,N/A
CRM-1485050,South Cone,Retail,Cosmetics
CRM-161800,Malaysia,Retail,Fashion Retailer
CRM-1551650,Korea,Career and Education,Education and Universities
CRM-1441600,MENA,Automotive,Automotive
CRM-1522100,France,Other,Other
CRM-1147000,Japan,Retail,Jewelry and Accessories
CRM-1545900,Turkey,Other,Other
CRM-1482300,United Kingdom,Retail,Fashion Retailer
CRM-574550,Vietnam,Retail,Marketplace
CRM-1485250,MENA,Transportation and Logistics,Transportation and Logistics
CRM-1597050,United States,Automotive,Automotive
CRM-1597100,United States,Automotive,Automotive
CRM-166550,Turkey,Automotive,Automotive
CRM-1516350,Turkey,Automotive,Automotive
CRM-1515100,Turkey,Finance,Insurance
CRM-1468750,Indonesia,Finance,"Credit, Loans and P2P"
CRM-1285150,Indonesia,Finance,"Credit, Loans and P2P"
CRM-1434650,CEE,Retail,Supermarket Chains
CRM-788050,Taiwan,Retail,Fashion Retailer
CRM-1495950,Turkey,Travel,Car Rentals
CRM-1509550,Brazil,Finance,Banking
CRM-5603050,Russia,N/A,N/A
CRM-1455700,Hong Kong,Healthcare,Hospital and Dentistry
CRM-1560900,Turkey,Finance,Investment
CRM-775950,CEE,Retail,Entertainment and Ticketing
CRM-788700,Japan,Other,Other
CRM-1442050,Malaysia,Travel,Airlines and Airports
CRM-1487800,MENA,Finance,Banking
CRM-1551550,Indonesia,Internet and Telecom,Internet and Telecom
CRM-785300,CEE,Retail,Sports
CRM-288000,Turkey,Retail,Sports
CRM-335450,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1444650,Philippines,Healthcare,Hospital and Dentistry
CRM-1553850,United States,Other,N/A
CRM-166900,Turkey,Retail,Shoes
CRM-1441000,Turkey,Healthcare,Hospital and Dentistry
CRM-157800,Turkey,Retail,Cosmetics
CRM-1542800,MENA,Travel,Airlines and Airports
CRM-1544000,MENA,Travel,Airlines and Airports
CRM-316250,MENA,Travel,Airlines and Airports
CRM-514100,Malaysia,Media and Publishing,Content Websites
CRM-557550,MENA,Travel,Online Travel Agency (OTA)
CRM-589000,Malaysia,Media and Publishing,Content Websites
CRM-414650,MENA,Retail,Gifts
CRM-1518100,MENA,Retail,Flowers
CRM-738700,Australia,Retail,Supermarket Chains
CRM-1553150,CEE,Retail,Supermarket Chains
CRM-1587250,Singapore,Restaurants and Delivery,Restaurants and Delivery
CRM-804100,Taiwan,Retail,Fashion Retailer
CRM-644400,Indonesia,Restaurants and Delivery,Restaurants and Delivery
CRM-915650,Taiwan,Retail,Cosmetics
CRM-156150,Turkey,Retail,Fashion Retailer
CRM-796050,Australia,Retail,Fashion Retailer
CRM-1460350,Australia,Retail,Fashion Retailer
CRM-862100,Australia,Retail,Fashion Retailer
CRM-1124350,Australia,Retail,Fashion Retailer
CRM-1430200,United Kingdom,Retail,Fashion Retailer
CRM-714600,Hong Kong,Retail,Consumer Electronics
CRM-1427700,Spain,Retail,Sports
CRM-1546750,United States,Retail,Marketplace
CRM-1441400,Spain,Retail,Sports
CRM-679600,Turkey,Media and Publishing,Content Websites
CRM-1449200,Australia,Internet and Telecom,Internet and Telecom
CRM-205900,Turkey,Media and Publishing,Content Websites
CRM-185300,Vietnam,Retail,Consumer Electronics
CRM-1442700,Vietnam,Career and Education,Education and Universities
CRM-1510400,Japan,Retail,Home and Furniture
CRM-331400,Singapore,Travel,Hotels and Accommodation
CRM-782950,CEE,Retail,Cosmetics
CRM-1516250,Australia,Retail,Home and Furniture
CRM-5599400,Australia,N/A,N/A
CRM-5603000,Korea,N/A,N/A
CRM-1481950,South Cone,Retail,Supermarket Chains
CRM-1171350,Taiwan,Retail,Marketplace
CRM-1476350,Taiwan,Internet and Telecom,Internet and Telecom
CRM-1470150,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-754150,CEE,Retail,Cosmetics
CRM-1502000,Turkey,Retail,Gifts
CRM-927650,Turkey,Retail,Gifts
CRM-1559650,Taiwan,Career and Education,Education and Universities
CRM-542800,Turkey,Real Estate,Real Estate
CRM-557000,Thailand,Finance,Insurance
CRM-1507950,Vietnam,Restaurants and Delivery,Restaurants and Delivery
CRM-152800,CEE,Gaming,Gaming
CRM-1466600,South Cone,Automotive,Automotive
CRM-1476100,South Cone,Automotive,Automotive
CRM-1538950,Benelux,N/A,N/A
CRM-1605450,Taiwan,Other,Other
CRM-1525900,Mexico,Retail,Home and Furniture
CRM-1510300,Indonesia,Other,Other
CRM-1510350,Indonesia,Other,Other
CRM-755350,Vietnam,Retail,Jewelry and Accessories
CRM-1450450,MENA,Retail,Consumer Electronics
CRM-476800,Turkey,Gaming,Gaming
CRM-201850,Turkey,Retail,Fashion Retailer
CRM-551500,Turkey,Retail,Fashion Retailer
CRM-1530500,Turkey,Other,Other
CRM-651400,Taiwan,Retail,Fashion Retailer
CRM-1512900,Turkey,Finance,Insurance
CRM-270350,Turkey,Travel,Car Rentals
CRM-285550,Turkey,Travel,Car Rentals
CRM-270850,Turkey,Automotive,Automotive
CRM-200600,CEE,Other,Other
CRM-1528200,France,Retail,Home and Furniture
CRM-1357700,United Kingdom,Other,Other
CRM-238550,Indonesia,Travel,Airlines and Airports
CRM-1057850,Vietnam,Retail,Consumer Electronics
CRM-490450,Turkey,Finance,Investment
CRM-1332850,France,Retail,Fashion Retailer
CRM-1446250,Australia,Retail,Fashion Retailer
CRM-1499800,Vietnam,Finance,Banking
CRM-643900,Turkey,Finance,Insurance
CRM-735850,Turkey,Retail,Consumer Electronics
CRM-1544700,United Kingdom,Other,N/A
CRM-155700,Turkey,Internet and Telecom,Consumer Electronics
CRM-1514950,Turkey,Retail,Fashion Retailer
CRM-1467200,South Cone,Real Estate,Real Estate
CRM-1278700,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1484400,Brazil,Finance,Banking
CRM-278850,Turkey,Travel,Hotels and Accommodation
CRM-1451000,Indonesia,Media and Publishing,Content Websites
CRM-1572600,Turkey,Retail,Fashion Retailer
CRM-1443500,Vietnam,B2B Commerce,B2B Commerce
CRM-250400,CEE,Retail,Shoes
CRM-5607950,France,N/A,N/A
CRM-1546550,Turkey,Retail,Fashion Retailer
CRM-1441850,Turkey,Finance,Investment
CRM-1441900,Turkey,Finance,Investment
CRM-1567500,MENA,Retail,Cosmetics
CRM-1442000,Turkey,Finance,Investment
CRM-1567550,MENA,Retail,Cosmetics
CRM-763850,Australia,Retail,Home and Furniture
CRM-1505950,Australia,Retail,Home and Furniture
CRM-1437100,Australia,Retail,Home and Furniture
CRM-1557400,France,Career and Education,Education and Universities
CRM-1528050,Turkey,Retail,Fashion Retailer
CRM-1536050,Australia,Retail,Fashion Retailer
CRM-1469150,Singapore,Retail,Fashion Retailer
CRM-1461150,Benelux,Retail,Consumer Electronics
CRM-300000,Taiwan,Automotive,Automotive
CRM-365450,Singapore,Retail,Book Retailers
CRM-1487850,Turkey,Retail,Marketplace
CRM-1586900,Turkey,Automotive,Automotive
CRM-1470600,Korea,Transportation and Logistics,Transportation and Logistics
CRM-1198150,Taiwan,Retail,Consumer Electronics
CRM-459900,CEE,Retail,Fashion Retailer
CRM-1470900,Turkey,Retail,Fashion Retailer
CRM-1235500,Turkey,Restaurants and Delivery,Restaurants and Delivery
CRM-1484800,Hong Kong,Comparison,Classifieds
CRM-591550,Turkey,Automotive,Automotive
CRM-315700,Indonesia,Retail,Book Retailers
CRM-1510150,Indonesia,Retail,Marketplace
CRM-1471300,Indonesia,Retail,Book Retailers
CRM-1508200,Indonesia,Retail,Marketplace
CRM-1479850,Taiwan,Healthcare,Pharmaceuticals
CRM-1455100,Turkey,Retail,Cosmetics
CRM-1493800,Australia,Retail,Consumer Electronics
CRM-1446500,Taiwan,Retail,Supermarket Chains
CRM-1469300,Spain,Retail,Sports
CRM-1513900,Australia,Retail,Home and Furniture
CRM-1526350,Australia,Retail,Home and Furniture
CRM-511950,United Kingdom,Gaming,Gaming
CRM-158600,Turkey,Finance,Banking
CRM-1458750,Russia,Retail,Consumer Electronics
CRM-1551900,Spain,Retail,Gardening
CRM-1529450,Turkey,Retail,Sports
CRM-287300,Korea,Healthcare,Hospital and Dentistry
CRM-1597250,Vietnam,Retail,Cosmetics
CRM-1459400,Turkey,Retail,Jewelry and Accessories
CRM-1559700,Turkey,Consumer Electronics,N/A
CRM-469700,Taiwan,Retail,Fashion Retailer
CRM-1478950,Turkey,Media and Publishing,Newspapers and Magazines
CRM-264250,Turkey,Media and Publishing,Sports
CRM-1477950,Turkey,Other,Other
CRM-1560200,Turkey,Retail,Home and Furniture
CRM-1477650,Turkey,Retail,Gifts
#N/A,United States,N/A,N/A
CRM-879750,Indonesia,Healthcare,Content Websites
CRM-1544450,Taiwan,Other,Other
CRM-166950,Turkey,Finance,"Credit, Loans and P2P"
CRM-340450,Japan,Retail,Fashion Retailer
CRM-960300,Japan,Retail,Gifts
CRM-361450,Korea,Healthcare,Pharmaceuticals
CRM-597400,Turkey,Retail,Fitness
CRM-1559100,Australia,Retail,Home and Furniture
CRM-223950,Indonesia,Retail,Consumer Electronics
CRM-1146150,Indonesia,Career and Education,Education and Universities
CRM-589150,Turkey,Media and Publishing,Newspapers and Magazines
CRM-294600,Singapore,Retail,Consumer Electronics
CRM-280750,Singapore,Retail,Consumer Electronics
CRM-1088600,United Kingdom,Retail,Home and Furniture
CRM-309800,Turkey,Retail,Fashion Retailer
CRM-457850,Turkey,Finance,"Credit, Loans and P2P"
CRM-1449250,Turkey,Retail,Gifts
CRM-1525450,Taiwan,Real Estate,Real Estate
CRM-1520950,MENA,Retail,Animal Products
CRM-596250,Australia,Healthcare,Hospital and Dentistry
CRM-1474250,CEE,Retail,Cosmetics
CRM-1446450,Turkey,Travel,Car Rentals
CRM-954600,United Kingdom,Retail,Fashion Retailer
CRM-1510850,Hong Kong,Retail,Cosmetics
CRM-1203300,Vietnam,Classifieds,Classifieds
CRM-1508000,Vietnam,Classifieds,Classifieds
CRM-635550,CEE,Finance,"Credit, Loans and P2P"
CRM-1530900,Spain,Finance,Insurance
CRM-1486400,Taiwan,Retail,Marketplace
CRM-159900,Turkey,Retail,Marketplace
CRM-1488100,Taiwan,Other,Other
CRM-1440700,Australia,Retail,Cosmetics
CRM-1441650,MENA,Automotive,Automotive
CRM-1490250,MENA,Other,Other
CRM-1502950,Vietnam,Restaurants and Delivery,Restaurants and Delivery
CRM-335900,Russia,Retail,Consumer Electronics
CRM-1449000,Russia,Retail,Consumer Electronics
CRM-1449050,Russia,Retail,Consumer Electronics
CRM-1451300,Russia,Retail,Consumer Electronics
CRM-174550,Indonesia,Retail,Fashion Retailer
CRM-1499500,Indonesia,Finance,Banking
CRM-185850,Indonesia,Retail,Fashion Retailer
CRM-436250,Turkey,Travel,Hotels and Accommodation
CRM-162100,Singapore,Retail,Home and Furniture
CRM-923750,Thailand,Other,Other
CRM-863400,Vietnam,Retail,Fashion Retailer
CRM-1524000,Turkey,Healthcare,Hospital and Dentistry
CRM-1080950,Turkey,Retail,Jewelry and Accessories
CRM-338700,Malaysia,Media and Publishing,Newspapers and Magazines
CRM-1429300,Singapore,Real Estate,Real Estate
CRM-1473900,Vietnam,Automotive,Consumer Electronics
CRM-477400,Vietnam,Retail,Fashion Retailer
CRM-176550,MENA,Travel,Online Travel Agency (OTA)
CRM-1465050,Hong Kong,Other,Other
CRM-477600,Vietnam,Retail,Consumer Electronics
CRM-292700,Indonesia,Finance,"Credit, Loans and P2P"
CRM-534950,Vietnam,Classifieds,Classifieds
CRM-834400,Russia,Retail,Home and Furniture
CRM-537550,Thailand,Retail,Consumer Electronics
CRM-1490900,MENA,Retail,N/A
CRM-1456400,MENA,Retail,Home and Furniture
CRM-1486300,Turkey,Automotive,Automotive
CRM-463400,MENA,Automotive,Automotive
CRM-1179250,Russia,Retail,Consumer Electronics
CRM-1457200,Vietnam,Real Estate,Real Estate
CRM-1461500,Brazil,Retail,Fashion Retailer
CRM-1474350,Brazil,Retail,Fashion Retailer
CRM-268600,Turkey,Other,Other
CRM-1468600,United Kingdom,Retail,Cosmetics
CRM-1488150,Taiwan,Other,Other
CRM-296200,Thailand,Travel,Hotels and Accommodation
CRM-514050,Malaysia,Media and Publishing,Content Websites
CRM-362300,Turkey,Retail,Shoes
CRM-1336650,Malaysia,Internet and Telecom,Internet and Telecom
CRM-1495450,Taiwan,Real Estate,Real Estate
CRM-855400,Australia,Retail,Pharmaceuticals
CRM-1560750,Taiwan,Real Estate,Real Estate
CRM-692150,Australia,Retail,Consumer Electronics
CRM-1186150,Taiwan,Restaurants and Delivery,Restaurants and Delivery
CRM-206250,Russia,Retail,Consumer Electronics
CRM-502250,Russia,Retail,Consumer Electronics
CRM-1189650,Turkey,Retail,Sports
CRM-1512050,Benelux,Retail,Fashion Retailer
CRM-1512100,Benelux,Retail,Fashion Retailer
CRM-1352350,Benelux,Retail,Fashion Retailer
CRM-1352250,Benelux,Retail,Fashion Retailer
CRM-1477700,Benelux,Retail,Fashion Retailer
CRM-1477750,Benelux,Retail,Fashion Retailer
CRM-1129750,Benelux,Retail,Fashion Retailer
CRM-1352450,Benelux,Retail,Fashion Retailer
CRM-1477800,Benelux,Retail,Fashion Retailer
CRM-1477500,Benelux,Retail,Fashion Retailer
CRM-1477850,Benelux,Retail,Fashion Retailer
CRM-1352400,Benelux,Retail,Fashion Retailer
CRM-1477900,Benelux,Retail,Fashion Retailer
CRM-1477550,Benelux,Retail,Fashion Retailer
CRM-160350,Turkey,Media and Publishing,Newspapers and Magazines
CRM-158550,Turkey,Real Estate,Real Estate
CRM-1585900,Australia,Retail,Fashion Retailer
CRM-1172200,Australia,Retail,Sports
CRM-1456250,Australia,Retail,Fashion Retailer
CRM-1489600,United Kingdom,Finance,N/A
CRM-667900,Indonesia,Retail,Supermarket Chains
CRM-208300,Turkey,Automotive,Automotive
CRM-1543950,Korea,Finance,"Credit, Loans and P2P"
CRM-1414650,Hong Kong,Retail,Fashion Retailer
CRM-271600,Taiwan,Retail,Supermarket Chains
CRM-645900,Japan,Retail,Fashion Retailer
CRM-1429750,Spain,Retail,Sports
CRM-1487350,Benelux,Retail,Consumer Electronics
CRM-1521550,Benelux,Retail,Consumer Electronics
CRM-1174050,Benelux,Retail,Consumer Electronics
CRM-1162550,Benelux,Retail,Consumer Electronics
CRM-1174150,Benelux,Retail,Consumer Electronics
CRM-1521600,Benelux,Retail,Consumer Electronics
CRM-1430500,MENA,Retail,Cosmetics
CRM-439200,Turkey,Career and Education,Education and Universities
CRM-1442750,Vietnam,B2B Commerce,B2B Commerce
CRM-1438550,Benelux,Retail,Cosmetics
CRM-1521400,Benelux,Retail,Cosmetics
CRM-1442600,Benelux,Retail,Cosmetics
CRM-764550,United Kingdom,Retail,Home and Furniture
CRM-200300,Turkey,Retail,Book Retailers
CRM-743950,Indonesia,Media and Publishing,Newspapers and Magazines
CRM-1516950,Turkey,Other,Other
CRM-1293350,CEE,Retail,Consumer Electronics
CRM-454800,United Kingdom,Retail,Gifts
CRM-351800,Turkey,Retail,Home and Furniture
CRM-1474600,MENA,Retail,Home and Furniture
CRM-1444750,Indonesia,Retail,Home and Furniture
CRM-1558100,MENA,Retail,Home and Furniture
CRM-1466150,MENA,Retail,Home and Furniture
CRM-457100,Korea,Retail,Other
CRM-606300,Russia,Retail,Home and Furniture
CRM-1252550,MENA,Retail,Home and Furniture
CRM-270250,Turkey,Automotive,Automotive
CRM-322450,Russia,Retail,Cosmetics
CRM-634000,Turkey,Retail,Publications
CRM-753450,Malaysia,Retail,Modest Fashion
CRM-1470750,Benelux,Retail,Gardening
CRM-1486850,Benelux,Retail,Home and Furniture
CRM-1520150,Spain,Financial Services,N/A
CRM-396600,Turkey,Retail,Shoes
CRM-1520200,Singapore,Restaurants and Delivery,Restaurants and Delivery
CRM-1509950,Vietnam,Retail,Home and Furniture
CRM-519900,Thailand,Retail,Home and Furniture
CRM-152200,CEE,Internet and Telecom,Internet and Telecom
CRM-1056700,Australia,Retail,Cosmetics
CRM-999900,CEE,Classifieds,Classifieds
CRM-998800,Turkey,Finance,Banking
CRM-490200,Turkey,Finance,Banking
CRM-1488500,Thailand,Media and Publishing,Content Websites
CRM-1056750,Australia,Retail,Cosmetics
CRM-758650,Turkey,Finance,Banking
CRM-1570150,Brazil,Retail,Fashion Retailer
CRM-1513450,Singapore,Finance,Banking
CRM-1304550,CEE,Retail,Other
CRM-1542650,France,Other,Other
CRM-1545200,France,Retail,Animal Products
CRM-1491750,France,Retail,Flowers
CRM-1457100,Turkey,Retail,Sports
CRM-1493200,CEE,Retail,Sports
CRM-157600,Turkey,Finance,Banking
CRM-1461950,Russia,Healthcare,Hospital and Dentistry
CRM-1359400,Korea,Retail,Cosmetics
CRM-166250,Turkey,Retail,Fashion Retailer
CRM-1520700,Brazil,Career and Education,Education and Universities
CRM-1469700,Russia,Retail,Consumer Electronics
CRM-494000,Russia,Retail,Consumer Electronics
CRM-1501150,Taiwan,Retail,Cosmetics
CRM-154050,Russia,Media and Publishing,Content Websites
CRM-1482250,Singapore,Restaurants and Delivery,Restaurants and Delivery
CRM-1483100,Singapore,Retail,Gifts
CRM-1519450,Turkey,Finance,Banking
CRM-386800,Turkey,Media and Publishing,Newspapers and Magazines
CRM-1480850,CEE,Retail,Home and Furniture
CRM-1463200,Korea,Retail,Cosmetics
CRM-1501700,Turkey,Retail,Marketplace
CRM-1472300,Indonesia,Retail,Marketplace
CRM-1537900,MENA,Retail,Supermarket Chains
CRM-1565900,Vietnam,Internet and Telecom,Internet and Telecom
CRM-177450,Turkey,Finance,"Credit, Loans and P2P"
CRM-362250,Russia,Classifieds,Classifieds
CRM-1158750,France,Retail,Fashion Retailer
CRM-1501250,Turkey,Retail,Fashion Retailer
CRM-1474550,Turkey,Automotive,Automotive
CRM-151050,MENA,Retail,Book Retailers
CRM-151150,MENA,Retail,Consumer Electronics
CRM-778300,MENA,Retail,Consumer Electronics
CRM-1595650,Australia,Automotive,Automotive
CRM-543000,United Kingdom,Retail,Consumer Electronics
CRM-542900,United Kingdom,Retail,Consumer Electronics
CRM-542950,United Kingdom,Retail,Consumer Electronics
CRM-542850,United Kingdom,Retail,Consumer Electronics
CRM-1478550,Benelux,Retail,Fashion Retailer
CRM-159000,Turkey,Automotive,Automotive
CRM-1554100,MENA,Automotive,Automotive
